owner_org,request_number,year,month,summary_en,summary_fr,disposition,pages,comments_en,comments_fr,umd_number,owner_org_title
ncc-ccn,A-2021-00052,2021,7,"A generic actuals report of the cost of renovations, interior furnishing, improvements, construction and maintenance of the Opposition leader's official residence, known as Stornoway, between January 1, 2019 and April 26, 2021.","Un rapport général sur le coût réel des rénovations, de l’ameublement, des améliorations, de la construction et de l’entretien à Stornoway, la résidence officielle du chef de l’opposition du Canada, entre le 1er janvier 2019 et le 26 avril 2021.",DP (Disclosed in part / Communication partielle),21,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00052,2021,7,"A generic actuals report of the cost of renovations, interior furnishing, improvements, construction and maintenance of the Opposition leader's official residence, known as Stornoway, between January 1, 2019 and April 26, 2021.","Un rapport général sur le coût réel des rénovations, de l’ameublement, des améliorations, de la construction et de l’entretien à Stornoway, la résidence officielle du chef de l’opposition du Canada, entre le 1er janvier 2019 et le 26 avril 2021.",DP (Disclosed in part / Communication partielle),21,The request was limited to: - electronic records - English versions of documents to be processed when both English and French versions are both available (otherwise the French version is to be processed).,La demande se limitait aux éléments suivants : - les dossiers électroniques - les versions anglaise et française de documents à traiter lorsqu'elles seront toutes deux disponibles (sinon la version française devra être traitée).,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00054,2021,8,"Emails sent/received by officials at the director, VP or CEO level related to the proposal for and creation of an interprovincial transit office, as referred to in the federal budget tabled in 2021, for the period from January 1 to April 26, 2021.","Tous les courriels envoyés ou reçus par les cadres de niveaux direction ou vice-présidence, ou par le premier dirigeant, en lien avec la proposition et la création d’un bureau interprovincial de transport en commun, tel qu’il en est question dans le budget fédéral déposé en 2021, pour la période allant du 1er janvier 2021 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),13,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00054,2021,8,"Emails sent/received by officials at the director, VP or CEO level related to the proposal for and creation of an interprovincial transit office, as referred to in the federal budget tabled in 2021, for the period from January 1 to April 26, 2021.","Tous les courriels envoyés ou reçus par les cadres de niveaux direction ou vice-présidence, ou par le premier dirigeant, en lien avec la proposition et la création d’un bureau interprovincial de transport en commun, tel qu’il en est question dans le budget fédéral déposé en 2021, pour la période allant du 1er janvier 2021 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),13,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00055,2021,8,"Emails sent/received by officials at the director, VP or CEO level related to the proposal for and creation of an interprovincial crossing office, as referred to in the federal budget tabled in 2021, for the period from January 1 to April 26, 2021.","Tous les courriels envoyés ou reçus par les cadres de niveaux direction ou vice-présidence, ou par le premier dirigeant, en lien avec la proposition et la création d’un bureau des liaisons interprovinciales, tel qu’il en est question dans le budget fédéral déposé en 2021, pour la période allant du 1er janvier 2021 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),13,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00055,2021,8,"Emails sent/received by officials at the director, VP or CEO level related to the proposal for and creation of an interprovincial crossing office, as referred to in the federal budget tabled in 2021, for the period from January 1 to April 26, 2021.","Tous les courriels envoyés ou reçus par les cadres de niveaux direction ou vice-présidence, ou par le premier dirigeant, en lien avec la proposition et la création d’un bureau des liaisons interprovinciales, tel qu’il en est question dans le budget fédéral déposé en 2021, pour la période allant du 1er janvier 2021 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),13,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00056,2021,8,"Emails sent/received by officials at the director, VP or CEO level related to the project described as “Monck Wing Basement Office Fit-up,” for the period from January 1, 2018 to April 26, 2021.","Tous les courriels envoyés ou reçus par les cadres de niveaux direction ou vice-présidence, ou par le premier dirigeant, en lien avec le projet d’aménagement du bureau au sous-sol de l’aile Monck, pour la période allant du 1er janvier 2018 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),102,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00056,2021,8,"Emails sent/received by officials at the director, VP or CEO level related to the project described as “Monck Wing Basement Office Fit-up,” for the period from January 1, 2018 to April 26, 2021.","Tous les courriels envoyés ou reçus par les cadres de niveaux direction ou vice-présidence, ou par le premier dirigeant, en lien avec le projet d’aménagement du bureau au sous-sol de l’aile Monck, pour la période allant du 1er janvier 2018 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),102,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00057,2021,8,"All receipts, invoices and other applicable payment records generated as part of the project described as “Monck Wing Basement Office Fit-up,” for the period from January 1, 2018 to April 26, 2021.","L'ensemble des reçus, factures et documents applicables à propos des paiements générés dans le cadre du projet d'aménagement du bureau au sous-sol de l’aile Monck, pour la période allant du 1er janvier 2018 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),37,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00057,2021,8,"All receipts, invoices and other applicable payment records generated as part of the project described as “Monck Wing Basement Office Fit-up,” for the period from January 1, 2018 to April 26, 2021.","L'ensemble des reçus, factures et documents applicables à propos des paiements générés dans le cadre du projet d'aménagement du bureau au sous-sol de l’aile Monck, pour la période allant du 1er janvier 2018 au 26 avril 2021.",DP (Disclosed in part / Communication partielle),37,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00059,2021,8,"Agendas and minutes for the June 6, 2019, and November 1, 2019, meetings of the Advisory Committee on the Official Residences of Canada.",Les ordres du jour et les procès-verbaux des réunions du 6 juin 2019 et du 1er novembre 2019 du Comité consultatif des résidences officielles du Canada.,DP (Disclosed in part / Communication partielle),14,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00059,2021,8,"Agendas and minutes for the June 6, 2019, and November 1, 2019, meetings of the Advisory Committee on the Official Residences of Canada.",Les ordres du jour et les procès-verbaux des réunions du 6 juin 2019 et du 1er novembre 2019 du Comité consultatif des résidences officielles du Canada.,DP (Disclosed in part / Communication partielle),14,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00060,2021,6,"Information regarding appointments, population by age bands, major job classifications, population by salary range, years of pensionable service, high-earnings data, demographic snapshot and aggregate data.","Information sur ce qui suit : nominations, population par groupe d’âge, principales classifications des postes, population par fourchette salariale, années de service ouvrant droit à pension, données sur les salaires élevés, portrait démographique et données agrégées.",DA (All disclosed / Communication totale),28,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00060,2021,6,"Information regarding appointments, population by age bands, major job classifications, population by salary range, years of pensionable service, high-earnings data, demographic snapshot and aggregate data.","Information sur ce qui suit : nominations, population par groupe d’âge, principales classifications des postes, population par fourchette salariale, années de service ouvrant droit à pension, données sur les salaires élevés, portrait démographique et données agrégées.",DA (All disclosed / Communication totale),28,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00071,2021,9,"Records that constitute the additional study identifying the need for a dedicated land base for a diplomatic precinct, as described in the Capital Urban Lands Plan; identifies potential properties; assesses the relative merits of each property; and submitted for selecting sites.","Documents constituant l’étude additionnelle qui indique le besoin d’une « base de terrain pouvant servir pour des fonctions diplomatiques », tel qu’il en est question dans le Plan des terrains urbains de la capitale; qui indique les terrains potentiels; qui évalue les qualités de chaque propriété; et qui a été présentée dans le but de choisir les terrains.",DP (Disclosed in part / Communication partielle),790,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00071,2021,9,"Records that constitute the additional study identifying the need for a dedicated land base for a diplomatic precinct, as described in the Capital Urban Lands Plan; identifies potential properties; assesses the relative merits of each property; and submitted for selecting sites.","Documents constituant l’étude additionnelle qui indique le besoin d’une « base de terrain pouvant servir pour des fonctions diplomatiques », tel qu’il en est question dans le Plan des terrains urbains de la capitale; qui indique les terrains potentiels; qui évalue les qualités de chaque propriété; et qui a été présentée dans le but de choisir les terrains.",DP (Disclosed in part / Communication partielle),790,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00072,2021,9,"Records that detail the consultations, and results, with the Stakeholders on the change of use for 1 & 19 Sir John A MacDonald Parkway, from greenspace to allow for a Diplomatic Precinct and any NCC-led consultations regarding the change of this land.","Dossiers détaillant les consultations tenues avec les parties prenantes, y compris les résultats de ces consultations, à propos du changement d’utilisation d’espaces verts à secteur diplomatique, pour le 1 et le 19, promenade Sir-John-A.-Macdonald, et toute consultation menée par la CCN à propos du changement d’utilisation de ces terrains.",DP (Disclosed in part / Communication partielle),1248,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00072,2021,9,"Records that detail the consultations, and results, with the Stakeholders on the change of use for 1 & 19 Sir John A MacDonald Parkway, from greenspace to allow for a Diplomatic Precinct and any NCC-led consultations regarding the change of this land.","Dossiers détaillant les consultations tenues avec les parties prenantes, y compris les résultats de ces consultations, à propos du changement d’utilisation d’espaces verts à secteur diplomatique, pour le 1 et le 19, promenade Sir-John-A.-Macdonald, et toute consultation menée par la CCN à propos du changement d’utilisation de ces terrains.",DP (Disclosed in part / Communication partielle),1248,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00083,2021,9,"A copy of all communications between the NCC, Government of Quebec and Michel Parent, regarding the acquisition of lands for the construction of a hospital in Gatineau in the Outaouais region.","Copie de tous les communications entre la CCN, le Gouvernement du Québec et Michel Parent, au sujet de l’acquisition de terrains pour la construction d’un hôpital à Gatineau en Outaouais.",DP (Disclosed in part / Communication partielle),39,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00083,2021,9,"A copy of all communications between the NCC, Government of Quebec and Michel Parent, regarding the acquisition of lands for the construction of a hospital in Gatineau in the Outaouais region.","Copie de tous les communications entre la CCN, le Gouvernement du Québec et Michel Parent, au sujet de l’acquisition de terrains pour la construction d’un hôpital à Gatineau en Outaouais.",DP (Disclosed in part / Communication partielle),39,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00099,2021,10,"Supporting documentation related to the modification of established speed limits on Colonel By Drive and the Queen Elizabeth Driveway, for the period from 2017 to July 26, 2021.","Documents justificatifs relatifs à la modification des limites de vitesse établies sur la promenade du Colonel-By et la promenade de la Reine-Élizabeth, pour la période commençant en 2017 et se terminant le 26 juillet 2021.",DP (Disclosed in part / Communication partielle),135,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00099,2021,10,"Supporting documentation related to the modification of established speed limits on Colonel By Drive and the Queen Elizabeth Driveway, for the period from 2017 to July 26, 2021.","Documents justificatifs relatifs à la modification des limites de vitesse établies sur la promenade du Colonel-By et la promenade de la Reine-Élizabeth, pour la période commençant en 2017 et se terminant le 26 juillet 2021.",DP (Disclosed in part / Communication partielle),135,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00103,2021,8,"Documents related to the demolition of the house located at 272 Mountain Road, in the Municipality of Gatineau.","Documents en lien avec la démolition de la maison située au 272, chemin Mountain, à Gatineau.",DP (Disclosed in part / Communication partielle),423,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00103,2021,8,"Documents related to the demolition of the house located at 272 Mountain Road, in the Municipality of Gatineau.","Documents en lien avec la démolition de la maison située au 272, chemin Mountain, à Gatineau.",DP (Disclosed in part / Communication partielle),423,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00114,2021,10,"Any reports related to testing or inspection of the Hog’s Back Swing Bridge, for the period from July 2019 to August 31, 2021.","Tout rapport relatif aux essais ou à l'inspection du pont tournant Hog's Back, pour la période comprise entre juillet 2019 et le 31 août 2021.",DP (Disclosed in part / Communication partielle),1509,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00114,2021,10,"Any reports related to testing or inspection of the Hog’s Back Swing Bridge, for the period from July 2019 to August 31, 2021.","Tout rapport relatif aux essais ou à l'inspection du pont tournant Hog's Back, pour la période comprise entre juillet 2019 et le 31 août 2021.",DP (Disclosed in part / Communication partielle),1509,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00115,2021,11,"A generic actuals report of the cost of renovations, interior furnishing, improvements, construction and maintenance of the Prime Minister’s official residence, known as Rideau Cottage, between August 1, 2015 and September 1, 2021.","Fournir un rapport général sur les coûts réels des rénovations, de l'ameublement intérieur, des améliorations, de la construction et de l'entretien de la résidence officielle du premier ministre, connue sous le nom de Rideau Cottage, entre le 1er août 2015 et le 1er septembre 2021.",DP (Disclosed in part / Communication partielle),55,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00115,2021,11,"A generic actuals report of the cost of renovations, interior furnishing, improvements, construction and maintenance of the Prime Minister’s official residence, known as Rideau Cottage, between August 1, 2015 and September 1, 2021.","Fournir un rapport général sur les coûts réels des rénovations, de l'ameublement intérieur, des améliorations, de la construction et de l'entretien de la résidence officielle du premier ministre, connue sous le nom de Rideau Cottage, entre le 1er août 2015 et le 1er septembre 2021.",DP (Disclosed in part / Communication partielle),55,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00127,2021,11,"A generic actuals report of the cost of renovations, interior furnishing, improvements, construction and maintenance of the opposition leaders official residence, known as Stornoway, from April 26, 2021 to October 14, 2021.","Fournir un rapport général sur les coûts réels des rénovations, de l'ameublement intérieur, des améliorations, de la construction et de l'entretien de la résidence officielle des chefs de l'opposition, connue sous le nom de Stornoway, du 26 avril 2021 au 14 octobre 2021.",DP (Disclosed in part / Communication partielle),3,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00127,2021,11,"A generic actuals report of the cost of renovations, interior furnishing, improvements, construction and maintenance of the opposition leaders official residence, known as Stornoway, from April 26, 2021 to October 14, 2021.","Fournir un rapport général sur les coûts réels des rénovations, de l'ameublement intérieur, des améliorations, de la construction et de l'entretien de la résidence officielle des chefs de l'opposition, connue sous le nom de Stornoway, du 26 avril 2021 au 14 octobre 2021.",DP (Disclosed in part / Communication partielle),3,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00128,2021,11,"All emails sent and received by officials at the director, VP or CEO level regarding the move-out of Andrew Scheer and his family from Stornoway and the move-in of Erin O’Toole and his family. Search date range from June of 2020 to October 14, 2021.","Fournir tous les courriels envoyés ou reçus par les cadres de niveau direction ou vice-présidence, ou par le premier dirigeant à propos du déménagement d'Andrew Scheer et de sa famille de Stornoway et de l'emménagement d'Erin O'Toole et de sa famille. La période de recherche s'étend de juin 2020 au 14 octobre 2021.",DP (Disclosed in part / Communication partielle),16,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00128,2021,11,"All emails sent and received by officials at the director, VP or CEO level regarding the move-out of Andrew Scheer and his family from Stornoway and the move-in of Erin O’Toole and his family. Search date range from June of 2020 to October 14, 2021.","Fournir tous les courriels envoyés ou reçus par les cadres de niveau direction ou vice-présidence, ou par le premier dirigeant à propos du déménagement d'Andrew Scheer et de sa famille de Stornoway et de l'emménagement d'Erin O'Toole et de sa famille. La période de recherche s'étend de juin 2020 au 14 octobre 2021.",DP (Disclosed in part / Communication partielle),16,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00129,2021,11,"All emails sent and received by NCC staff in charge of property access/key hand off regarding or discussing the move-out of Andrew Scheer and his family from Stornoway and the move-in of Erin O’Toole and his family, from June of 2020 to October 14, 2021.","Tous les courriels envoyés ou reçus par le personnel de la CCN responsable de l'accès à la propriété et de la remise des clés à propos du déménagement d'Andrew Scheer et de sa famille de Stornoway et de l'emménagement d'Erin O'Toole et de sa famille, de juin 2020 au 14 octobre 2021.",DP (Disclosed in part / Communication partielle),33,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00129,2021,11,"All emails sent and received by NCC staff in charge of property access/key hand off regarding or discussing the move-out of Andrew Scheer and his family from Stornoway and the move-in of Erin O’Toole and his family, from June of 2020 to October 14, 2021.","Tous les courriels envoyés ou reçus par le personnel de la CCN responsable de l'accès à la propriété et de la remise des clés à propos du déménagement d'Andrew Scheer et de sa famille de Stornoway et de l'emménagement d'Erin O'Toole et de sa famille, de juin 2020 au 14 octobre 2021.",DP (Disclosed in part / Communication partielle),33,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00133,2021,11,"Fees paid to legal and other experts engaged by the NCC to respond to the Dispute Advisory Panel regarding the dispute with the Municipality of Chelsea, in particular, the fees paid to Anne-Julie Lalonde, Vincent Veilleux, Patrick Vinsinsiti and Neil Gold.","Frais juridiques et de spécialistes engagés par la CCN pour défendre la demande au Comité consultatif sur les différends contre la Municipalité de Chelsea. Entre autres, les frais de Anne-Julie Lalonde, Vincent Veilleux, Patrick Vinsinsiti et Neil Gold.",DA (All disclosed / Communication totale),2,NA,NA,73,National Capital Commission | Commission de la capitale nationale
ncc-ccn,A-2021-00133,2021,11,"Fees paid to legal and other experts engaged by the NCC to respond to the Dispute Advisory Panel regarding the dispute with the Municipality of Chelsea, in particular, the fees paid to Anne-Julie Lalonde, Vincent Veilleux, Patrick Vinsinsiti and Neil Gold.","Frais juridiques et de spécialistes engagés par la CCN pour défendre la demande au Comité consultatif sur les différends contre la Municipalité de Chelsea. Entre autres, les frais de Anne-Julie Lalonde, Vincent Veilleux, Patrick Vinsinsiti et Neil Gold.",DA (All disclosed / Communication totale),2,The request was limited to electronic records.,La demande se limitait aux dossiers électroniques.,73,National Capital Commission | Commission de la capitale nationale
oci-bec,NA,2018,10,NA,NA,NA,NA,NA,NA,83,The Correctional Investigator Canada | L'Enquêteur correctionnel Canada
oci-bec,NA,2020,12,NA,NA,NA,46,NA,NA,83,The Correctional Investigator Canada | L'Enquêteur correctionnel Canada
ocl-cal,A-2019-2020-010,2019,12,"I will need funding data from Canadian lobbyists registered in the federal registry. In other words, the total amount of money spent by interest groups in Canada as well as the total spent by them on political representatives, namely members of the House of Commons and the Senate.","J'aurai besoin des données de financement des lobbyistes canadien inscrits au registre fédéral. Autrement dit, le total du montant d'argent dépensé par les groupes d'intérêts au Canada ainsi que le total dépensé de ceux-ci sur les représentants politiques, soit les membres de la Chambre des communes et du Sénat.",NE (No records exist / Aucun document n’existe),0,NA,NA,70,Office of the Commissioner of Lobbying of Canada | Commissariat au lobbying du Canada
ocl-cal,A-2019-2020-010,2019,12,"I will need funding data from Canadian lobbyists registered in the federal registry. In other words, the total amount of money spent by interest groups in Canada as well as the total spent by them on political representatives, namely members of the House of Commons and the Senate.","J'aurai besoin des données de financement des lobbyistes canadien inscrits au registre fédéral. Autrement dit, le total du montant d'argent dépensé par les groupes d'intérêts au Canada ainsi que le total dépensé de ceux-ci sur les représentants politiques, soit les membres de la Chambre des communes et du Sénat.",NA,0,NA,NA,70,Office of the Commissioner of Lobbying of Canada | Commissariat au lobbying du Canada
ocl-cal,A-2019-2020-011,2020,1,"All records pertaining to Sun Life Financial’s lobbying activities. The information requested is for the dates of January 1st, 2010 to December 31st, 2019.",Tous les documents relatifs aux activités de lobbying de la financière Sunlife. Les informations demandées concernent la perriode du 1 janvier 2010 au 21 decembre 2019.,DP (Disclosed in part / Communication partielle),9879,NA,NA,70,Office of the Commissioner of Lobbying of Canada | Commissariat au lobbying du Canada
ocl-cal,A-2019-2020-011,2020,1,"All records pertaining to Sun Life Financial’s lobbying activities. The information requested is for the dates of January 1st, 2010 to December 31st, 2019.",Tous les documents relatifs aux activités de lobbying de la financière Sunlife. Les informations demandées concernent la perriode du 1 janvier 2010 au 21 decembre 2019.,EX (All exempted / Exception totale),9879,NA,NA,70,Office of the Commissioner of Lobbying of Canada | Commissariat au lobbying du Canada
ocl-cal,A-2019-2020-013,2020,2,Please provide information on the gender breakdown of permanent employees at the Office of the Commissioner of Lobbying for the fiscal years 2010-2018.,S'il vous plait fournir le détail concernant le sexe des employés permanant du Commissariat au Lobbying pour les années fiscales 2010 à 2018.,DA (All disclosed / Communication totale),1,NA,NA,70,Office of the Commissioner of Lobbying of Canada | Commissariat au lobbying du Canada
ocl-cal,A-2019-2020-013,2020,2,Please provide information on the gender breakdown of permanent employees at the Office of the Commissioner of Lobbying for the fiscal years 2010-2018.,S'il vous plait fournir le détail concernant le sexe des employés permanant du Commissariat au Lobbying pour les années fiscales 2010 à 2018.,NA,1,NA,NA,70,Office of the Commissioner of Lobbying of Canada | Commissariat au lobbying du Canada
ocol-clo,A-2020-046,2021,3,"""The agenda and minutes from the discussion group meeting between the Canadian Radio-television and Telecommunications Commission (CRTC) and the Official Language Minority Communities (OLMCs) held on November 30, 2011 ( OCOL reference file 2016-0699-EI (2013-0400), where the Commissionner issued two preliminary reports and one final investigation report).""","« L’ordre du jour et le procès-verbal de la réunion du groupe de discussion du Conseil de la radiodiffusion et des télécommunications canadienne (CRTC) et les Communautés de langue officielle en situation minoritaire (CLOSM) qui a eu lieu le 30 novembre 2011 (référence au dossier du CLO 2016-0699-EI (2013-0400), où le CLO a émis 2 rapports préliminaires et un rapport final d’enquête). »",EX (All exempted / Exception totale),0,NA,NA,21,Office of the Commissioner of Official Languages | Commissariat aux langues officielles
ocol-clo,A-2020-046,2021,3,"""The agenda and minutes from the discussion group meeting between the Canadian Radio-television and Telecommunications Commission (CRTC) and the Official Language Minority Communities (OLMCs) held on November 30, 2011 ( OCOL reference file 2016-0699-EI (2013-0400), where the Commissionner issued two preliminary reports and one final investigation report).""","« L’ordre du jour et le procès-verbal de la réunion du groupe de discussion du Conseil de la radiodiffusion et des télécommunications canadienne (CRTC) et les Communautés de langue officielle en situation minoritaire (CLOSM) qui a eu lieu le 30 novembre 2011 (référence au dossier du CLO 2016-0699-EI (2013-0400), où le CLO a émis 2 rapports préliminaires et un rapport final d’enquête). »",EX (All exempted / Exception totale),0,N/A,N/A,21,Office of the Commissioner of Official Languages | Commissariat aux langues officielles
pco-bcp,A-2015-00182,2020,12,"All records dealing with customer surveys conducted by IAS, including planning and follow-up documents, between 1 January 2004 and 1 June 2004.","Tous les dossiers traitant des sondages menés par le Secrétariat de l’évaluation du renseignement auprès des clients, y compris les documents de planification et de suivi, entre le 1er janvier 2004 et le 1er juin 2004.",EX (All exempted / Exception totale),0,NA,NA,87,Privy Council Office | Bureau du Conseil privé
pco-bcp,A-2015-00182,2020,12,"All records dealing with customer surveys conducted by IAS, including planning and follow-up documents, between 1 January 2004 and 1 June 2004.","Tous les dossiers traitant des sondages menés par le Secrétariat de l’évaluation du renseignement auprès des clients, y compris les documents de planification et de suivi, entre le 1er janvier 2004 et le 1er juin 2004.",DP (Disclosed in part / Communication partielle),17,NA,NA,87,Privy Council Office | Bureau du Conseil privé
pco-bcp,A-2015-00214,2020,10,"Internal documents and papers concerning the history of the Canadian intelligence community, produced between 1 January 1995 and 31 December of 2000.","Documents internes concernant l’histoire de la communauté canadienne du renseignement, produits entre le 1er janvier 1995 et le 31 décembre 2000",EX (All exempted / Exception totale),0,NA,NA,87,Privy Council Office | Bureau du Conseil privé
pco-bcp,A-2015-00214,2020,10,"Internal documents and papers concerning the history of the Canadian intelligence community, produced between 1 January 1995 and 31 December of 2000.","Documents internes concernant l’histoire de la communauté canadienne du renseignement, produits entre le 1er janvier 1995 et le 31 décembre 2000",DP (Disclosed in part / Communication partielle),339,NA,NA,87,Privy Council Office | Bureau du Conseil privé
phac-aspc,A-2020-000039,2021,4,"Obtain copies of the most recent studies, research and analysis on the use of the terms coronavirus, new coronavirus and COVID-19 from the Minister of Health Canada over the last 12 months to date, April 2, 2020.","Obtenir copie de toutes les plus récentes formes des études, recherches, analyses portant sur l’emploi coronavirus, nouveau coronavirus et la COVID-19 que détient le ministère de la Santé du Canada et ce depuis les 12 derniers mois à ce jour, le 2 avril 2020.",DA (All disclosed / Communication totale),29,NA,NA,3,Public Health Agency of Canada | Agence de la santé publique du Canada
phac-aspc,A-2020-000039,2021,4,"Obtain copies of the most recent studies, research and analysis on the use of the terms coronavirus, new coronavirus and COVID-19 from the Minister of Health Canada over the last 12 months to date, April 2, 2020.","Obtenir copie de toutes les plus récentes formes des études, recherches, analyses portant sur l’emploi coronavirus, nouveau coronavirus et la COVID-19 que détient le ministère de la Santé du Canada et ce depuis les 12 derniers mois à ce jour, le 2 avril 2020.",DA (All disclosed / Communication totale),57,NA,NA,3,Public Health Agency of Canada | Agence de la santé publique du Canada
phac-aspc,A-2020-000110,2020,12,"All records in the possession of the Public Health Agency of Canada (PHAC) describing the isolation of a SARS-COV-2 virus, directly from a sample taken from a diseased patient, where the patient sample was not first combined with any other source of genetic material from January 1, 2020 until June 15, 2020.",Tous les documents que l'Agence de la santé publique du Canada (ASPC) a en sa possession qui décrivent l'isolement d'un virus SARS-CoV-2 directement à partir d'un échantillon prélevé auprès d'un patient malade qui n'a pas été combiné en premier à aucune autre source de matériel génétique du 1er janvier 2020 jusqu'au 15 juin 2020.,NE (No records exist / Aucun document n’existe),0,NA,NA,3,Public Health Agency of Canada | Agence de la santé publique du Canada
phac-aspc,A-2020-000110,2020,12,"All records in the possession of the Public Health Agency of Canada (PHAC) describing the isolation of a SARS-COV-2 virus, directly from a sample taken from a diseased patient, where the patient sample was not first combined with any other source of genetic material from January 1, 2020 until June 15, 2020.",Tous les documents que l'Agence de la santé publique du Canada (ASPC) a en sa possession qui décrivent l'isolement d'un virus SARS-CoV-2 directement à partir d'un échantillon prélevé auprès d'un patient malade qui n'a pas été combiné en premier à aucune autre source de matériel génétique du 1er janvier 2020 jusqu'au 15 juin 2020.,DP (Disclosed in part / Communication partielle),26,NA,NA,3,Public Health Agency of Canada | Agence de la santé publique du Canada
phac-aspc,A-2020-000190,2021,3,"Briefing note in the Ministerial Executive Correspondence System (MECS) for the following file: 20-105525-298, Amazon Contract for Distribution of Medical Supplies.","Note d'information dans le système de gestion de la correspondance de la haute direction (SGCHD) pour le fichier suivant : 20-105525-298, « Amazon Contract for Distribution of Medical Supplies ».",DA (All disclosed / Communication totale),5,NA,NA,3,Public Health Agency of Canada | Agence de la santé publique du Canada
phac-aspc,A-2020-000190,2021,3,"Briefing note in the Ministerial Executive Correspondence System (MECS) for the following file: 20-105525-298, Amazon Contract for Distribution of Medical Supplies.","Note d'information dans le système de gestion de la correspondance de la haute direction (SGCHD) pour le fichier suivant : 20-105525-298, « Amazon Contract for Distribution of Medical Supplies ».",DA (All disclosed / Communication totale),4,NA,NA,3,Public Health Agency of Canada | Agence de la santé publique du Canada
